Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
12126,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,"RUT, HOLES",STRAIGHT AND LEVEL
12127,15,STOP SIGN/FLASHER,NO CONTROLS,SNOW,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12128,40,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12129,30,TRAFFIC SIGNAL,NO CONTROLS,UNKNOWN,DAYLIGHT,NOT DIVIDED,ICE,UNKNOWN,STRAIGHT AND LEVEL
12130,30,OTHER,OTHER,SNOW,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,OTHER,STRAIGHT AND LEVEL
12131,30,NO CONTROLS,NO CONTROLS,SLEET/HAIL,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12132,25,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12133,25,NO CONTROLS,NO CONTROLS,SNOW,DAWN,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12134,30,NO CONTROLS,NO CONTROLS,SNOW,DAWN,DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,OTHER,STRAIGHT AND LEVEL
12135,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAWN,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
12136,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12137,15,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
12138,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DARKNESS,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12139,40,NO CONTROLS,NO CONTROLS,SNOW,DARKNESS,DIVIDED - W/MEDIAN BARRIER,ICE,UNKNOWN,STRAIGHT AND LEVEL
12140,40,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12141,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
12142,30,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12143,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,"RUT, HOLES",STRAIGHT AND LEVEL
12144,15,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12145,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12146,0,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
12147,15,NO CONTROLS,NO CONTROLS,SLEET/HAIL,DAYLIGHT,ALLEY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
12148,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12149,15,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,PARKING LOT,WET,UNKNOWN,STRAIGHT AND LEVEL
12150,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12151,20,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12152,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12153,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12154,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,CURVE ON GRADE
12155,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,WET,WORN SURFACE,STRAIGHT AND LEVEL
12156,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,OTHER,NO DEFECTS,STRAIGHT AND LEVEL
12157,15,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
12158,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,RAMP,WET,UNKNOWN,STRAIGHT ON GRADE
12159,30,NO CONTROLS,NO CONTROLS,SLEET/HAIL,DARKNESS,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12160,10,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ALLEY,WET,UNKNOWN,STRAIGHT AND LEVEL
12161,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ONE-WAY,WET,OTHER,STRAIGHT AND LEVEL
12162,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12163,25,OTHER WARNING SIGN,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,"CURVE, LEVEL"
12164,0,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,DRIVEWAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
12165,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,"CURVE, LEVEL"
12166,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
12167,40,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12168,25,STOP SIGN/FLASHER,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12169,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,RAMP,WET,UNKNOWN,STRAIGHT AND LEVEL
12170,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,"RUT, HOLES",STRAIGHT AND LEVEL
12171,40,LANE USE MARKING,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12172,20,NO CONTROLS,NO CONTROLS,SLEET/HAIL,DAWN,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12173,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,UNKNOWN,STRAIGHT AND LEVEL
12174,15,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,ALLEY,WET,NO DEFECTS,STRAIGHT AND LEVEL
12175,30,POLICE/FLAGMAN,OTHER,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12176,30,NO CONTROLS,NO CONTROLS,RAIN,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,"CURVE, LEVEL"
12177,3,NO CONTROLS,NO CONTROLS,RAIN,UNKNOWN,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
12178,35,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
12179,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12180,15,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,WET,OTHER,STRAIGHT AND LEVEL
12181,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,OTHER,WET,OTHER,STRAIGHT AND LEVEL
12182,30,NO CONTROLS,NO CONTROLS,OTHER,UNKNOWN,OTHER,OTHER,OTHER,STRAIGHT AND LEVEL
12183,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
12184,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12185,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12186,20,STOP SIGN/FLASHER,UNKNOWN,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
12187,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12188,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12189,45,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12190,25,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12191,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DARKNESS,CENTER TURN LANE,WET,NO DEFECTS,STRAIGHT AND LEVEL
12192,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
12193,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12194,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,OTHER,NO DEFECTS,STRAIGHT AND LEVEL
12195,15,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",DRIVEWAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
12196,40,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12197,30,TRAFFIC SIGNAL,UNKNOWN,FOG/SMOKE/HAZE,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
12198,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),"SAND, MUD, DIRT",NO DEFECTS,STRAIGHT AND LEVEL
12199,20,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
12200,30,STOP SIGN/FLASHER,OTHER,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12201,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12202,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12203,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,WET,NO DEFECTS,STRAIGHT AND LEVEL
12204,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,UNKNOWN,PARKING LOT,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12205,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12206,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12207,35,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12208,40,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DARKNESS,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12209,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER,DAYLIGHT,CENTER TURN LANE,WET,NO DEFECTS,STRAIGHT AND LEVEL
12210,25,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
12211,5,NO CONTROLS,NO CONTROLS,RAIN,DUSK,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12212,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),OTHER,UNKNOWN,STRAIGHT AND LEVEL
12213,25,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,PARKING LOT,WET,UNKNOWN,STRAIGHT AND LEVEL
12214,15,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
12215,10,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12216,30,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12217,20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKING LOT,WET,UNKNOWN,STRAIGHT AND LEVEL
12218,30,TRAFFIC SIGNAL,UNKNOWN,OTHER,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,"CURVE, LEVEL"
12219,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE/HAZE,DAWN,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12220,15,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,OTHER,DRY,UNKNOWN,STRAIGHT AND LEVEL
12221,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,WET,NO DEFECTS,"CURVE, LEVEL"
12222,20,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12223,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
12224,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,UNKNOWN,WET,NO DEFECTS,STRAIGHT AND LEVEL
12225,30,NO CONTROLS,NO CONTROLS,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,OTHER,STRAIGHT AND LEVEL
12226,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,OTHER,WET,UNKNOWN,STRAIGHT AND LEVEL
12227,35,NO CONTROLS,NO CONTROLS,FOG/SMOKE/HAZE,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12228,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT ON HILLCREST
12229,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),OTHER,UNKNOWN,STRAIGHT ON HILLCREST
12230,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
12231,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
12232,30,LANE USE MARKING,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,"CURVE, LEVEL"
12233,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,OTHER,NO DEFECTS,STRAIGHT AND LEVEL
12234,0,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
12235,30,OTHER,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",DRIVEWAY,DRY,NO DEFECTS,CURVE ON GRADE
12236,30,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12237,0,OTHER,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12238,35,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
12239,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKING LOT,OTHER,NO DEFECTS,STRAIGHT AND LEVEL
12240,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,OTHER,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
12241,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
12242,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
12243,15,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12244,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,ICE,UNKNOWN,STRAIGHT AND LEVEL
12245,30,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12246,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
12247,25,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12248,30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,NO DEFECTS,"CURVE, LEVEL"
12249,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12250,30,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
12251,15,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12252,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
12253,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
12254,0,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12255,30,LANE USE MARKING,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12256,30,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,ALLEY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12257,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
12258,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,STRAIGHT AND LEVEL
12259,30,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12260,35,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12261,20,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
12262,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,"RUT, HOLES",STRAIGHT AND LEVEL
12263,30,STOP SIGN/FLASHER,NOT FUNCTIONING,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
12264,0,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
12265,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
12266,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,ICE,UNKNOWN,STRAIGHT AND LEVEL
12267,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),ICE,NO DEFECTS,STRAIGHT ON GRADE
12268,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,ONE-WAY,DRY,UNKNOWN,STRAIGHT AND LEVEL
12269,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
12270,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAWN,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
12271,20,NO CONTROLS,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12272,40,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,UNKNOWN,STRAIGHT AND LEVEL
12273,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT ON GRADE
12274,0,STOP SIGN/FLASHER,FUNCTIONING IMPROPERLY,CLEAR,UNKNOWN,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
12275,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,UNKNOWN,"CURVE, LEVEL"
12276,9,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12277,30,STOP SIGN/FLASHER,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,OTHER,STRAIGHT AND LEVEL
12278,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
12279,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ONE-WAY,DRY,NO DEFECTS,"CURVE, LEVEL"
12280,35,UNKNOWN,NO CONTROLS,UNKNOWN,DUSK,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12281,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,OTHER,WET,UNKNOWN,STRAIGHT AND LEVEL
12282,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ALLEY,DRY,UNKNOWN,STRAIGHT AND LEVEL
12283,35,NO CONTROLS,NO CONTROLS,SNOW,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
12284,35,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,DUSK,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT ON HILLCREST
12285,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON HILLCREST
