Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
1020,25,TRAFFIC SIGNAL,MISSING,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1021,45,STOP SIGN,DAMAGED,FOG/SMOKE,DARKNESS,ONE-WAY,WET,WORN SURFACE,STRAIGHT ON GRADE
1022,25,NO CONTROLS,NOT FUNCTIONING,FOG/SMOKE,DUSK,ALLEY,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1023,25,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DAWN,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1024,45,RAILROAD CROSSING GATE,MISSING,RAIN,DAWN,ALLEY,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1025,25,NO CONTROLS,MISSING,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1026,20,TRAFFIC SIGNAL,MISSING,CLEAR,DUSK,ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1027,50,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ALLEY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT AND LEVEL
1028,30,TRAFFIC SIGNAL,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
1029,45,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DAYLIGHT,ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
1030,35,RAILROAD CROSSING GATE,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1031,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,ALLEY,WET,POTHOLES,STRAIGHT ON GRADE
1032,40,NO CONTROLS,NOT FUNCTIONING,SLEET/HAIL,DAWN,ALLEY,DRY,NO DEFECTS,CURVE ON GRADE
1033,35,NO CONTROLS,NOT FUNCTIONING,FOG/SMOKE,DAYLIGHT,DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
1034,40,STOP SIGN,DAMAGED,CLEAR,DARKNESS,PARKING LOT,DRY,WORN SURFACE,STRAIGHT ON GRADE
1035,55,STOP SIGN,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,POTHOLES,STRAIGHT AND LEVEL
1036,55,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1037,45,YIELD SIGN,NOT FUNCTIONING,SNOW,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,NO DEFECTS,CURVE LEVEL
1038,40,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DARKNESS,DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1039,35,YIELD SIGN,NOT FUNCTIONING,SNOW,DAYLIGHT,NOT DIVIDED,WET,POTHOLES,STRAIGHT ON GRADE
1040,20,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DUSK,PARKING LOT,WET,POTHOLES,CURVE LEVEL
1041,45,NO CONTROLS,MISSING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT ON GRADE
1042,45,YIELD SIGN,DAMAGED,SNOW,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
1043,25,YIELD SIGN,NOT FUNCTIONING,RAIN,DAWN,PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1044,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1045,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,DARKNESS,ALLEY,ICE,WORN SURFACE,CURVE LEVEL
1046,55,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,PARKING LOT,ICE,POTHOLES,CURVE ON GRADE
1047,50,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DUSK,ALLEY,WET,POTHOLES,STRAIGHT AND LEVEL
1048,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
1049,55,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DARKNESS,DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1050,55,NO CONTROLS,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1051,20,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,WORN SURFACE,CURVE LEVEL
1052,25,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DAYLIGHT,ONE-WAY,ICE,SHOULDER DEFECT,CURVE LEVEL
1053,30,NO CONTROLS,DAMAGED,SLEET/HAIL,DAWN,PARKING LOT,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1054,40,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1055,35,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,DUSK,ONE-WAY,ICE,NO DEFECTS,CURVE ON GRADE
1056,30,YIELD SIGN,MISSING,SLEET/HAIL,DUSK,ONE-WAY,DRY,WORN SURFACE,CURVE LEVEL
1057,25,STOP SIGN,MISSING,FOG/SMOKE,DAWN,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1058,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
1059,50,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,ALLEY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1060,50,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
1061,20,STOP SIGN,DAMAGED,FOG/SMOKE,DARKNESS,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
1062,55,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DAWN,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
1063,50,STOP SIGN,MISSING,SNOW,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1064,35,STOP SIGN,NOT FUNCTIONING,RAIN,DAYLIGHT,ALLEY,WET,WORN SURFACE,CURVE ON GRADE
1065,40,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1066,45,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1067,45,NO CONTROLS,NOT FUNCTIONING,RAIN,DUSK,ALLEY,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1068,30,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,PARKING LOT,ICE,SHOULDER DEFECT,CURVE ON GRADE
1069,40,NO CONTROLS,NOT FUNCTIONING,RAIN,DUSK,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1070,25,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DARKNESS,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
1071,40,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,SHOULDER DEFECT,CURVE LEVEL
1072,20,RAILROAD CROSSING GATE,MISSING,CLEAR,DARKNESS,PARKING LOT,ICE,WORN SURFACE,STRAIGHT ON GRADE
1073,30,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
1074,30,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DARKNESS,NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
1075,20,TRAFFIC SIGNAL,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
1076,40,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1077,50,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DAWN,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1078,20,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DAWN,DIVIDED,WET,POTHOLES,CURVE ON GRADE
1079,50,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1080,35,STOP SIGN,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1081,20,NO CONTROLS,MISSING,FOG/SMOKE,DAYLIGHT,ALLEY,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1082,50,NO CONTROLS,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1083,40,YIELD SIGN,MISSING,FOG/SMOKE,DAWN,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
1084,50,STOP SIGN,MISSING,CLEAR,DAYLIGHT,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1085,20,STOP SIGN,DAMAGED,FOG/SMOKE,DARKNESS,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
1086,25,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DAWN,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
1087,45,TRAFFIC SIGNAL,MISSING,SNOW,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1088,20,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,DUSK,DIVIDED,DRY,WORN SURFACE,CURVE ON GRADE
1089,45,YIELD SIGN,MISSING,SEVERE CROSS WIND,DUSK,ALLEY,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1090,20,STOP SIGN,DAMAGED,RAIN,DAWN,NOT DIVIDED,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
1091,40,NO CONTROLS,MISSING,FOG/SMOKE,DAYLIGHT,ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
1092,35,YIELD SIGN,NOT FUNCTIONING,RAIN,DARKNESS,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1093,35,NO CONTROLS,MISSING,SEVERE CROSS WIND,DARKNESS,ALLEY,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1094,45,YIELD SIGN,MISSING,SLEET/HAIL,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
1095,55,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,DUSK,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1096,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ALLEY,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1097,40,TRAFFIC SIGNAL,NOT FUNCTIONING,SLEET/HAIL,DUSK,PARKING LOT,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1098,50,NO CONTROLS,MISSING,SEVERE CROSS WIND,DUSK,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
1099,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DARKNESS,PARKING LOT,DRY,NO DEFECTS,STRAIGHT ON GRADE
1100,55,NO CONTROLS,MISSING,FOG/SMOKE,DAWN,ALLEY,DRY,NO DEFECTS,CURVE LEVEL
1101,40,STOP SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
1102,25,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
1103,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1104,55,TRAFFIC SIGNAL,DAMAGED,CLEAR,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
1105,55,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,PARKING LOT,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1106,20,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,DAWN,ONE-WAY,DRY,POTHOLES,STRAIGHT AND LEVEL
1107,40,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
1108,40,STOP SIGN,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1109,40,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ALLEY,ICE,NO DEFECTS,CURVE LEVEL
1110,35,TRAFFIC SIGNAL,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1111,40,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1112,55,STOP SIGN,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
1113,20,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,PARKING LOT,DRY,SHOULDER DEFECT,CURVE ON GRADE
1114,50,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,WORN SURFACE,STRAIGHT ON GRADE
1115,50,TRAFFIC SIGNAL,DAMAGED,SLEET/HAIL,DAYLIGHT,PARKING LOT,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1116,40,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
1117,20,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DAWN,PARKING LOT,ICE,WORN SURFACE,CURVE LEVEL
1118,25,NO CONTROLS,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1119,50,RAILROAD CROSSING GATE,MISSING,SNOW,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
1120,55,TRAFFIC SIGNAL,MISSING,CLEAR,DUSK,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1121,30,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DAWN,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1122,35,YIELD SIGN,DAMAGED,RAIN,DUSK,ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
1123,20,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,DIVIDED,WET,DEBRIS ON ROADWAY,CURVE LEVEL
1124,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
1125,50,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DAYLIGHT,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1126,45,NO CONTROLS,DAMAGED,RAIN,DAWN,ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
1127,25,STOP SIGN,DAMAGED,RAIN,DARKNESS,NOT DIVIDED,DRY,POTHOLES,CURVE LEVEL
1128,30,TRAFFIC SIGNAL,DAMAGED,SNOW,DARKNESS,ONE-WAY,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1129,30,TRAFFIC SIGNAL,DAMAGED,CLEAR,DAYLIGHT,ALLEY,ICE,NO DEFECTS,CURVE ON GRADE
1130,30,YIELD SIGN,NOT FUNCTIONING,SNOW,DAYLIGHT,ALLEY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
1131,55,RAILROAD CROSSING GATE,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
1132,20,NO CONTROLS,DAMAGED,SLEET/HAIL,DARKNESS,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
1133,25,RAILROAD CROSSING GATE,DAMAGED,SNOW,DAWN,ALLEY,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
1134,40,YIELD SIGN,DAMAGED,FOG/SMOKE,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,WORN SURFACE,CURVE ON GRADE
1135,45,NO CONTROLS,DAMAGED,CLEAR,DAYLIGHT,DIVIDED,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
1136,25,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT ON GRADE
1137,25,STOP SIGN,DAMAGED,FOG/SMOKE,DAWN,ALLEY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1138,50,NO CONTROLS,DAMAGED,RAIN,DARKNESS,ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
1139,25,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DAWN,ONE-WAY,WET,NO DEFECTS,CURVE LEVEL
1140,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,NOT DIVIDED,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
1141,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,POTHOLES,STRAIGHT ON GRADE
1142,20,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
1143,45,NO CONTROLS,DAMAGED,SNOW,DARKNESS,ONE-WAY,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
1144,45,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,WORN SURFACE,STRAIGHT AND LEVEL
1145,50,TRAFFIC SIGNAL,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1146,20,STOP SIGN,NOT FUNCTIONING,FOG/SMOKE,DUSK,ALLEY,ICE,POTHOLES,STRAIGHT ON GRADE
1147,45,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
1148,25,YIELD SIGN,DAMAGED,CLEAR,DARKNESS,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
1149,20,NO CONTROLS,NOT FUNCTIONING,SNOW,DARKNESS,ALLEY,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
1150,45,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
1151,55,YIELD SIGN,DAMAGED,CLEAR,DAYLIGHT,ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
1152,30,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1153,20,YIELD SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
1154,50,YIELD SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,NOT DIVIDED,DRY,SHOULDER DEFECT,CURVE LEVEL
1155,55,NO CONTROLS,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1156,55,YIELD SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,PARKING LOT,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
1157,35,NO CONTROLS,NOT FUNCTIONING,CLEAR,DUSK,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
1158,20,YIELD SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,PARKING LOT,WET,NO DEFECTS,STRAIGHT ON GRADE
1159,55,YIELD SIGN,MISSING,CLEAR,DUSK,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1160,20,STOP SIGN,MISSING,CLEAR,DAWN,ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1161,20,NO CONTROLS,MISSING,SEVERE CROSS WIND,DUSK,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
1162,45,NO CONTROLS,DAMAGED,SLEET/HAIL,DARKNESS,DIVIDED,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
1163,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DARKNESS,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
1164,35,STOP SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,ONE-WAY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
1165,40,NO CONTROLS,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1166,20,STOP SIGN,NOT FUNCTIONING,RAIN,DUSK,DIVIDED,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
1167,30,STOP SIGN,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
1168,35,STOP SIGN,MISSING,CLEAR,DAYLIGHT,DIVIDED,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
1169,40,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DAYLIGHT,NOT DIVIDED,WET,POTHOLES,CURVE LEVEL
1170,45,NO CONTROLS,MISSING,RAIN,DARKNESS,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
1171,20,STOP SIGN,MISSING,RAIN,DAWN,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1172,40,TRAFFIC SIGNAL,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
1173,30,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DARKNESS,ALLEY,ICE,WORN SURFACE,CURVE ON GRADE
1174,35,YIELD SIGN,MISSING,SNOW,DAWN,ALLEY,WET,NO DEFECTS,STRAIGHT ON GRADE
1175,35,YIELD SIGN,DAMAGED,SNOW,DARKNESS,ALLEY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1176,45,NO CONTROLS,MISSING,SLEET/HAIL,DAWN,ONE-WAY,ICE,WORN SURFACE,CURVE ON GRADE
1177,45,YIELD SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DARKNESS,ALLEY,SNOW OR SLUSH,POTHOLES,CURVE LEVEL
1178,45,NO CONTROLS,DAMAGED,RAIN,DAYLIGHT,ALLEY,WET,WORN SURFACE,STRAIGHT AND LEVEL
1179,40,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
1180,20,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
1181,25,NO CONTROLS,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,WORN SURFACE,STRAIGHT ON GRADE
1182,55,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED,WET,POTHOLES,CURVE ON GRADE
1183,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DARKNESS,ALLEY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
1184,25,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
1185,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,ONE-WAY,WET,WORN SURFACE,CURVE ON GRADE
1186,35,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ALLEY,ICE,WORN SURFACE,CURVE ON GRADE
1187,55,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
1188,45,YIELD SIGN,DAMAGED,RAIN,DAWN,PARKING LOT,WET,SHOULDER DEFECT,CURVE LEVEL
1189,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ALLEY,ICE,WORN SURFACE,CURVE ON GRADE
1190,20,TRAFFIC SIGNAL,MISSING,CLEAR,DAYLIGHT,ALLEY,ICE,WORN SURFACE,CURVE ON GRADE
1191,20,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DAYLIGHT,ALLEY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
